
Fuel Cell Controller
Horizon H-100 Stack
(c) Simon Howroyd 2013
Loughborough University

controller  Copyright (C) 2013  Simon Howroyd
This program comes with ABSOLUTELY NO WARRANTY; for details type `show w'.
This is free software, and you are welcome to redistribute it,
under certain conditions; type `show c' for details.

1389972517.08 	OFF  :	PF:29.3	v1:16.405285	a1:0.374486	tB:19.125000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.11 	OFF  :	PF:29.3	v1:16.405285	a1:0.374486	tB:19.125000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.15 	OFF  :	PF:29.3	v1:16.405285	a1:0.374486	tB:19.125000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.18 	OFF  :	PF:29.3	v1:16.405285	a1:0.374486	tB:19.125000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.21 	OFF  :	PF:29.3	v1:16.405285	a1:0.374486	tB:19.187500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.25 	OFF  :	PF:29.3	v1:16.405285	a1:0.374486	tB:19.187500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.28 	OFF  :	PF:29.3	v1:16.405285	a1:0.374486	tB:19.187500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.31 	OFF  :	PF:29.3	v1:16.405285	a1:0.385817	tB:19.187500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.34 	OFF  :	PF:29.3	v1:16.405285	a1:0.385817	tB:19.187500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.38 	OFF  :	PF:29.3	v1:16.405285	a1:0.385817	tB:19.187500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.41 	OFF  :	PF:29.3	v1:16.405285	a1:0.385817	tB:19.187500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.44 	OFF  :	PF:29.3	v1:16.405285	a1:0.385817	tB:19.187500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.48 	OFF  :	PF:29.3	v1:16.405285	a1:0.385817	tB:19.187500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.51 	OFF  :	PF:29.3	v1:16.405285	a1:0.385817	tB:19.187500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.55 	OFF  :	PF:29.3	v1:16.405285	a1:0.385817	tB:19.187500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.58 	OFF  :	PF:29.3	v1:5.984267	a1:0.385817	tB:19.187500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.61 	OFF  :	PF:29.3	v1:5.984267	a1:0.385817	tB:19.187500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.65 	OFF  :	PF:29.3	v1:5.984267	a1:0.385817	tB:19.187500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.68 	OFF  :	PF:29.3	v1:5.984267	a1:0.385817	tB:19.250000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.71 	OFF  :	PF:29.3	v1:5.984267	a1:0.385817	tB:19.250000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.75 	OFF  :	PF:29.3	v1:5.984267	a1:0.385817	tB:19.250000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.78 	OFF  :	PF:29.3	v1:5.984267	a1:0.385817	tB:19.250000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.82 	OFF  :	PF:29.3	v1:5.984267	a1:0.385817	tB:19.250000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.85 	OFF  :	PF:29.3	v1:5.984267	a1:0.385817	tB:19.250000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.88 	OFF  :	PF:29.3	v1:5.984267	a1:0.385817	tB:19.250000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389972517.92 	OFF  :	PF:29.3	v1:5.984267	a1:0.385817	tB:19.250000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
