
Fuel Cell Controller
Horizon H-100 Stack
(c) Simon Howroyd 2013
Loughborough University

controller  Copyright (C) 2013  Simon Howroyd
This program comes with ABSOLUTELY NO WARRANTY; for details type `show w'.
This is free software, and you are welcome to redistribute it,
under certain conditions; type `show c' for details.

1389358553.3 	OFF  :	ADC	v1:16.405285,	a1:0.374486,	TMP	tB:17.875000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.34 	OFF  :	ADC	v1:16.405285,	a1:0.374486,	TMP	tB:17.875000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.38 	OFF  :	ADC	v1:16.405285,	a1:0.374486,	TMP	tB:17.875000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.41 	OFF  :	ADC	v1:16.405285,	a1:0.374486,	TMP	tB:17.875000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.45 	OFF  :	ADC	v1:16.405285,	a1:0.374486,	TMP	tB:17.875000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.49 	OFF  :	ADC	v1:16.405285,	a1:0.374486,	TMP	tB:17.875000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.53 	OFF  :	ADC	v1:16.405285,	a1:0.374486,	TMP	tB:17.875000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.56 	OFF  :	ADC	v1:16.405285,	a1:0.380151,	TMP	tB:17.875000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.59 	OFF  :	ADC	v1:16.405285,	a1:0.380151,	TMP	tB:17.875000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.63 	OFF  :	ADC	v1:16.405285,	a1:0.380151,	TMP	tB:17.875000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.67 	OFF  :	ADC	v1:16.405285,	a1:0.380151,	TMP	tB:17.875000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.7 	OFF  :	ADC	v1:16.405285,	a1:0.380151,	TMP	tB:17.875000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.74 	OFF  :	ADC	v1:16.405285,	a1:0.380151,	TMP	tB:17.875000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.78 	OFF  :	ADC	v1:16.405285,	a1:0.380151,	TMP	tB:17.937500,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.82 	OFF  :	ADC	v1:0.161167,	a1:0.380151,	TMP	tB:17.937500,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.85 	OFF  :	ADC	v1:0.161167,	a1:0.380151,	TMP	tB:17.937500,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.88 	OFF  :	ADC	v1:0.161167,	a1:0.380151,	TMP	tB:17.937500,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.92 	OFF  :	ADC	v1:0.161167,	a1:0.380151,	TMP	tB:17.937500,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358553.96 	OFF  :	ADC	v1:0.161167,	a1:0.380151,	TMP	tB:17.937500,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
