
Fuel Cell Controller
Horizon H-100 Stack
(c) Simon Howroyd 2013
Loughborough University

controller  Copyright (C) 2013  Simon Howroyd
This program comes with ABSOLUTELY NO WARRANTY; for details type `show w'.
This is free software, and you are welcome to redistribute it,
under certain conditions; type `show c' for details.

1389971826.72 	OFF  :	PF:29.3	v1:16.405285	a1:0.374486	tB:18.875000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971826.75 	OFF  :	PF:29.3	v1:16.405285	a1:0.374486	tB:18.875000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971826.78 	OFF  :	PF:29.3	v1:16.405285	a1:0.374486	tB:18.875000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971826.82 	OFF  :	PF:29.3	v1:16.405285	a1:0.374486	tB:18.875000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971826.85 	OFF  :	PF:29.3	v1:16.405285	a1:0.374486	tB:18.875000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971826.89 	OFF  :	PF:29.3	v1:16.405285	a1:0.374486	tB:18.875000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971826.92 	OFF  :	PF:29.3	v1:16.405285	a1:0.374486	tB:18.875000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971826.96 	OFF  :	PF:29.3	v1:16.405285	a1:0.380151	tB:18.875000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971826.99 	OFF  :	PF:29.3	v1:16.405285	a1:0.380151	tB:18.875000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.02 	OFF  :	PF:29.3	v1:16.405285	a1:0.380151	tB:18.875000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.06 	OFF  :	PF:29.3	v1:16.405285	a1:0.380151	tB:18.875000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.09 	OFF  :	PF:29.3	v1:16.405285	a1:0.380151	tB:18.875000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.12 	OFF  :	PF:29.3	v1:16.405285	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.16 	OFF  :	PF:29.3	v1:16.405285	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.19 	OFF  :	PF:29.3	v1:16.405285	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.22 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.26 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.3 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.33 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.37 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.4 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.44 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.47 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.51 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.56 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.6 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.63 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.67 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.71 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.75 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.78 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:18.937500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.82 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:19.000000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.85 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:19.000000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.89 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:19.000000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.92 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:19.000000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.96 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:19.000000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971827.99 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:19.000000	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
1389971828.03 	OFF  :	PF:29.3	v1:0.001279	a1:0.380151	tB:19.062500	tE:-1.000000	tR:-1.000000	tY:-1.000000	OK 
