
Fuel Cell Controller
Horizon H-100 Stack
(c) Simon Howroyd 2013
Loughborough University

controller  Copyright (C) 2013  Simon Howroyd
This program comes with ABSOLUTELY NO WARRANTY; for details type `show w'.
This is free software, and you are welcome to redistribute it,
under certain conditions; type `show c' for details.

1389358693.69 	OFF  :	ADC	v1:16.405285,	a1:0.374486,	TMP	tB:17.625000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358693.73 	OFF  :	ADC	v1:16.405285,	a1:0.374486,	TMP	tB:17.625000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358693.77 	OFF  :	ADC	v1:16.405285,	a1:0.374486,	TMP	tB:17.625000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358693.81 	OFF  :	ADC	v1:16.405285,	a1:0.374486,	TMP	tB:17.625000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358693.84 	OFF  :	ADC	v1:16.405285,	a1:0.374486,	TMP	tB:17.625000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358693.88 	OFF  :	ADC	v1:16.405285,	a1:0.374486,	TMP	tB:17.625000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358693.91 	OFF  :	ADC	v1:16.405285,	a1:0.374486,	TMP	tB:17.625000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358693.95 	OFF  :	ADC	v1:16.405285,	a1:0.385817,	TMP	tB:17.625000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358693.98 	OFF  :	ADC	v1:16.405285,	a1:0.385817,	TMP	tB:17.625000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
1389358694.02 	OFF  :	ADC	v1:16.405285,	a1:0.385817,	TMP	tB:17.625000,	tE:-1.000000,	tR:-1.000000,	tY:-1.000000,	OK! 
